letters,required,score,words
lecohap,e,192,55
lecohap,l,213,63
gudnmpi,u,177,28
gudnmpi,p,185,30
gudnmpi,d,131,22
gudnmpi,m,121,21
uectari,i,337,58
uectari,a,459,87
uectari,t,554,102
uectari,c,408,75
uectari,u,178,36
ycovtri,i,56,12
ycovtri,r,61,16
ycovtri,t,48,16
ycovtri,v,30,4
ycovtri,o,56,17
ycovtri,c,55,10
ycovtri,y,22,5
lbectar,a,781,149
lbectar,t,628,111
lbectar,c,421,68
lbectar,b,385,70
lbectar,l,545,95
eovnrgi,v,302,53
eovnrgi,o,289,55
wlyakgi,i,51,14
wlyakgi,g,60,13
wlyakgi,k,42,10
wlyakgi,a,89,22
wlyakgi,y,84,17
wlyakgi,l,88,24
wlyakgi,w,61,17
lujecta,a,132,28
lujecta,t,163,36
lujecta,c,112,24
lujecta,e,148,32
lujecta,j,23,4
lujecta,u,78,19
lujecta,l,141,34
wecdohi,i,127,27
wecdohi,o,153,32
wecdohi,h,127,29
wecdohi,c,148,33
wecdohi,w,97,21
ucvnrgi,u,99,17
ucvnrgi,c,77,12
ucvnrgi,v,37,5
ucvnrgi,r,124,22
lontagi,t,690,111
lontagi,l,604,104
lontagi,o,571,99
lontagi,a,676,108
fyecotr,t,238,51
fyecotr,o,248,53
fyecotr,c,126,21
fyecotr,y,82,16
fyecotr,f,167,34
uedhnri,u,240,44
uedhnri,n,369,67
uedhnri,h,144,27
uedhnri,i,345,65
lfecdtr,c,183,29
lfecdtr,f,281,54
lfecdtr,t,295,51
lfecdtr,l,213,42
rwonamk,k,52,17
rwonamk,m,104,31
rwonamk,a,118,32
rwonamk,n,100,30
rwonamk,o,130,42
rwonamk,w,59,15
rwonamk,r,107,32
wyehtgi,i,99,21
wyehtgi,g,80,14
wyehtgi,t,121,27
wyehtgi,h,109,24
wyehtgi,e,98,21
wyehtgi,y,42,8
wyehtgi,w,59,16
fecntgi,c,130,19
fecntgi,f,169,28
fecntgi,t,292,51
fecntgi,e,288,54
ycvtapi,i,89,18
ycvtapi,p,52,12
ycvtapi,a,106,21
ycvtapi,t,93,19
ycvtapi,v,44,6
ycvtapi,c,93,17
ycvtapi,y,75,12
zlcvngi,c,74,11
zlcvngi,z,33,5
zlcvngi,l,76,11
zlcvngi,v,50,7
rlohamg,g,79,20
rlohamg,m,128,31
rlohamg,a,141,39
rlohamg,h,35,7
rlohamg,o,109,31
rlohamg,l,90,27
rlohamg,r,101,25
lkjyeri,i,81,17
lkjyeri,k,57,13
lkjyeri,j,34,7
lkjyeri,y,51,12
lkjyeri,l,76,23
geoarpi,i,156,30
geoarpi,p,239,58
geoarpi,a,174,44
geoarpi,o,119,30
geoarpi,g,157,38
uechtax,x,29,5
uechtax,a,130,29
uechtax,t,156,36
uechtax,h,126,28
uechtax,c,134,27
uechtax,e,131,29
uechtax,u,54,10
uybecar,a,176,44
uybecar,c,121,26
uybecar,b,139,34
uybecar,u,106,25
uybecar,y,116,24
ecdnamp,p,272,51
ecdnamp,m,292,61
ecdnamp,a,480,97
ecdnamp,n,406,72
ecdnamp,c,242,46
econtri,i,702,102
econtri,n,854,130
econtri,t,926,145
econtri,o,787,123
econtri,c,741,102
yeovarg,g,187,45
yeovarg,a,156,41
yeovarg,v,145,32
yeovarg,o,113,29
yeovarg,y,104,27
yhnaxrp,p,43,9
yhnaxrp,r,38,9
yhnaxrp,x,14,1
yhnaxrp,a,60,14
yhnaxrp,n,26,5
yhnaxrp,h,30,5
yhnaxrp,y,58,12
lbonagi,a,377,72
lbonagi,l,451,88
lbonagi,o,403,80
lbonagi,b,392,71
jodnagi,a,147,28
jodnagi,o,163,33
jodnagi,d,172,30
jodnagi,j,72,12
lednmgi,l,429,80
lednmgi,m,295,56
lecdonr,c,494,87
lecdonr,l,314,68
lecdonr,n,423,78
lecdonr,o,696,140
bcnakgi,k,115,22
bcnakgi,c,143,24
bcnakgi,b,146,25
bcnakgi,a,238,42
ubcnkgi,u,81,15
ubcnkgi,c,65,12
ubcnkgi,k,73,16
ubcnkgi,b,87,15
lumedri,u,299,57
lumedri,l,319,72
lumedri,i,355,75
lumedri,m,352,68
recdonm,c,545,86
recdonm,n,488,84
recdonm,o,698,134
recdonm,m,343,65
ecntapi,i,450,75
ecntapi,p,396,71
ecntapi,a,488,86
ecntapi,t,506,88
ecntapi,n,516,89
ecntapi,c,391,63
ecntapi,e,484,88
uyeohnp,p,94,29
uyeohnp,n,69,21
uyeohnp,h,58,14
uyeohnp,o,79,27
uyeohnp,e,80,23
uyeohnp,y,81,17
uyeohnp,u,27,6
uedntrg,u,479,91
uedntrg,t,477,86
uedntrg,n,582,105
uedntrg,g,342,60
yeohntp,p,175,42
yeohntp,t,189,42
yeohntp,n,163,39
yeohntp,h,146,30
yeohntp,o,188,49
yeohntp,e,203,51
yeohntp,y,147,28
uentamg,g,201,39
uentamg,m,243,53
uentamg,a,327,71
uentamg,t,286,63
uentamg,n,311,62
uentamg,e,306,68
uentamg,u,138,29
lkenari,i,223,54
lkenari,k,154,41
lkenari,a,239,62
lkenari,n,254,61
lkenari,l,254,66
lovtapi,i,107,29
lovtapi,p,128,33
lovtapi,a,135,35
lovtapi,t,121,35
lovtapi,v,45,12
lovtapi,o,116,36
lovtapi,l,148,47
lecdhki,i,266,62
lecdhki,k,146,34
lecdhki,h,179,39
lecdhki,c,239,50
lecdhki,l,202,46
lbednki,i,354,76
lbednki,k,196,43
lbednki,n,294,59
lbednki,b,219,43
lbednki,l,360,73
lyectax,x,52,11
lyectax,a,167,38
lyectax,t,153,32
lyectax,c,95,22
lyectax,e,154,34
lyectax,y,83,17
lyectax,l,172,40
lueqont,t,100,31
lueqont,n,77,25
lueqont,o,73,28
lueqont,q,47,7
lueqont,e,106,29
lueqont,u,73,19
lueqont,l,62,21
gldonpi,l,310,61
gldonpi,d,230,40
gldonpi,o,385,76
gldonpi,p,276,49
lcntagi,c,347,55
lcntagi,l,470,79
lcntagi,t,478,80
lcntagi,a,620,104
rleonmg,g,186,43
rleonmg,m,138,35
rleonmg,n,151,40
rleonmg,o,200,63
rleonmg,l,130,38
ujecdon,n,248,49
ujecdon,o,213,44
ujecdon,c,211,38
ujecdon,j,38,6
ujecdon,u,163,31
ubeqdar,u,159,36
ubeqdar,q,61,10
ubeqdar,b,255,56
ubeqdar,a,277,66
edovnti,i,397,75
edovnti,t,441,88
edovnti,v,271,51
edovnti,n,435,88
edovnti,o,292,62
odnvtai,i,230,42
odnvtai,a,207,38
odnvtai,t,190,33
odnvtai,v,113,21
odnvtai,n,194,34
odnvtai,d,103,23
odnvtai,o,197,36
econtai,i,508,77
econtai,a,504,83
econtai,t,663,111
econtai,n,713,123
econtai,o,550,92
econtai,c,545,90
econtai,e,464,82
ecvnrgi,c,156,23
ecvnrgi,v,323,51
luecdhr,u,342,72
luecdhr,c,277,53
luecdhr,l,294,62
luecdhr,h,159,32
fedntri,i,935,161
fedntri,t,820,138
fedntri,f,622,102
fedntri,n,785,128
contami,i,495,77
contami,m,322,57
contami,a,521,86
contami,t,452,73
contami,n,540,85
contami,o,495,83
contami,c,408,64
ecvnari,i,304,58
ecvnari,v,275,55
ecvnari,a,310,69
ecvnari,n,275,57
ecvnari,c,270,51
eohnamp,p,112,32
eohnamp,m,111,31
eohnamp,a,90,26
eohnamp,n,130,36
eohnamp,h,78,17
eohnamp,o,113,37
eohnamp,e,120,40
ludvnai,i,130,29
ludvnai,a,153,38
ludvnai,n,109,23
ludvnai,v,125,25
ludvnai,d,86,21
ludvnai,u,65,15
ludvnai,l,138,35
feovarg,g,178,41
feovarg,a,135,37
feovarg,v,127,27
feovarg,o,148,35
feovarg,f,127,30
lectari,i,699,123
lectari,a,894,160
lectari,t,951,166
lectari,c,626,107
lectari,l,696,128
lcohnti,i,181,48
lcohnti,t,156,43
lcohnti,n,150,36
lcohnti,h,132,31
lcohnti,o,175,48
lcohnti,c,208,47
lcohnti,l,127,38
lyedari,y,328,67
lyedari,a,581,120
lyedari,l,567,116
lyedari,i,490,98
ueqdnti,i,299,57
ueqdnti,n,350,67
ueqdnti,t,293,59
ueqdnti,q,109,17
ueqdnti,u,255,47
wdonrgi,w,261,43
wdonrgi,d,295,51
wdonrgi,o,383,69
wdonrgi,r,272,49
ueohtmg,g,58,11
ueohtmg,m,60,20
ueohtmg,t,110,34
ueohtmg,h,79,19
ueohtmg,o,92,25
ueohtmg,e,66,21
ueohtmg,u,68,17
medarpi,i,580,115
medarpi,a,665,136
medarpi,p,549,106
medarpi,m,469,96
ldnargi,a,542,100
ldnargi,l,365,67
ldnargi,d,392,69
ldnargi,r,434,79
rchtami,i,178,38
rchtami,m,104,27
rchtami,a,264,61
rchtami,t,209,46
rchtami,h,155,34
rchtami,c,238,47
rchtami,r,199,43
zgcohap,p,38,12
zgcohap,a,48,10
zgcohap,h,44,10
zgcohap,o,62,16
zgcohap,c,53,11
zgcohap,g,17,3
zgcohap,z,15,1
fevtaxi,i,41,12
fevtaxi,x,29,6
fevtaxi,a,48,13
fevtaxi,t,52,16
fevtaxi,v,25,5
fevtaxi,e,53,17
fevtaxi,f,49,15
rlodnam,m,195,51
rlodnam,a,240,59
rlodnam,n,136,35
rlodnam,d,162,42
rlodnam,o,209,65
rlodnam,l,123,35
rlodnam,r,178,46
lbenagi,a,591,108
lbenagi,l,639,114
lbenagi,e,601,108
lbenagi,b,507,87
ledhnap,p,411,77
ledhnap,a,527,104
ledhnap,n,364,63
ledhnap,h,162,32
ledhnap,l,424,87
lubenar,a,403,89
lubenar,n,270,55
lubenar,b,332,73
lubenar,u,283,60
lubenar,l,363,78
levtazi,i,103,26
levtazi,z,36,7
levtazi,a,158,37
levtazi,t,153,34
levtazi,v,107,25
levtazi,e,182,42
levtazi,l,195,49
lbednam,m,409,82
lbednam,a,649,138
lbednam,n,389,75
lbednam,b,379,76
lbednam,l,457,94
lfecork,k,116,30
lfecork,o,181,49
lfecork,c,167,37
lfecork,l,147,41
lfecork,f,131,31
rcdtami,i,186,42
rcdtami,m,100,28
rcdtami,a,254,61
rcdtami,t,165,36
rcdtami,d,131,29
rcdtami,c,177,33
rcdtami,r,178,41
fednrpi,i,535,102
fednrpi,f,338,61
fednrpi,n,401,71
fednrpi,p,292,55
luontpi,i,218,46
luontpi,p,184,43
luontpi,t,170,46
luontpi,n,182,41
luontpi,o,197,51
luontpi,u,119,30
luontpi,l,115,38
conampi,i,192,38
conampi,p,91,20
conampi,m,179,39
conampi,a,187,41
conampi,n,229,45
conampi,o,204,43
conampi,c,168,33
umetxri,i,139,34
umetxri,m,145,38
umetxri,x,48,8
umetxri,t,181,46
umetxri,u,87,17
yectnar,t,589,108
yectnar,a,622,123
yectnar,n,444,81
yectnar,c,367,65
yectnar,y,211,39
pntarzi,i,149,33
pntarzi,z,54,9
pntarzi,r,113,28
pntarzi,a,180,43
pntarzi,t,158,38
pntarzi,n,115,24
pntarzi,p,100,26
ldntagi,t,352,61
ldntagi,l,398,72
ldntagi,d,216,39
ldntagi,a,479,84
lecvnar,n,287,57
lecvnar,a,402,91
lecvnar,v,289,57
lecvnar,c,265,51
lecvnar,l,343,68
lbohtam,m,116,35
lbohtam,a,170,51
lbohtam,t,157,49
lbohtam,h,85,25
lbohtam,o,185,58
lbohtam,b,110,33
lbohtam,l,120,43
edvtami,i,288,62
edvtami,m,263,61
edvtami,t,281,59
edvtami,a,303,65
edvtami,v,134,24
uconapi,i,117,22
uconapi,p,86,20
uconapi,a,86,18
uconapi,n,144,30
uconapi,o,127,29
uconapi,c,106,22
uconapi,u,56,11
lbetarp,p,477,93
lbetarp,a,771,156
lbetarp,t,615,117
lbetarp,b,329,65
lbetarp,l,580,108
fecdnai,i,305,56
fecdnai,a,334,60
fecdnai,n,321,56
fecdnai,c,335,57
fecdnai,f,250,44
lectxpi,i,175,40
lectxpi,p,128,29
lectxpi,x,73,14
lectxpi,t,181,39
lectxpi,c,128,25
lectxpi,e,204,47
lectxpi,l,168,39
ecvtari,i,537,84
ecvtari,v,332,52
ecvtari,a,593,104
ecvtari,t,611,100
ecvtari,c,466,76
fedtari,i,748,135
fedtari,t,847,154
fedtari,f,569,110
fedtari,a,772,147
bnvtari,i,147,30
bnvtari,r,144,29
bnvtari,a,187,41
bnvtari,t,144,28
bnvtari,v,56,9
bnvtari,n,123,25
bnvtari,b,67,15
udonrgi,u,234,39
udonrgi,d,322,57
udonrgi,o,266,50
udonrgi,r,307,56
gfenrpi,p,305,54
gfenrpi,f,249,43
uecntai,i,209,40
uecntai,a,274,51
uecntai,t,321,67
uecntai,n,304,63
uecntai,c,213,40
uecntai,e,244,49
uecntai,u,118,24
mbenrgi,b,245,43
mbenrgi,m,237,46
ecdnrgi,c,292,45
uchtari,i,142,28
uchtari,r,173,38
uchtari,a,194,42
uchtari,t,206,45
uchtari,h,138,32
uchtari,c,207,42
uchtari,u,56,14
luydnar,r,110,24
luydnar,a,149,37
luydnar,n,99,21
luydnar,d,97,24
luydnar,y,128,27
luydnar,u,105,24
luydnar,l,134,32
ecdtark,k,241,43
ecdtark,c,560,93
ecdtark,t,635,107
ecdtark,a,794,147
uecdont,n,545,98
uecdont,t,441,82
uecdont,o,494,91
uecdont,c,443,71
uecdont,u,295,53
lbenrgi,l,371,66
lbenrgi,b,365,62
wudonrp,p,74,20
wudonrp,r,88,25
wudonrp,n,94,21
wudonrp,o,124,38
wudonrp,d,96,25
wudonrp,u,82,17
wudonrp,w,50,11
lfunkgi,u,136,27
lfunkgi,l,187,36
lfunkgi,k,102,21
lfunkgi,f,132,24
lovnapi,i,150,33
lovnapi,p,111,28
lovnapi,a,131,36
lovnapi,n,127,31
lovnapi,v,72,17
lovnapi,o,114,32
lovnapi,l,148,42
uycdtpi,i,40,9
uycdtpi,p,54,11
uycdtpi,t,49,14
uycdtpi,d,28,6
uycdtpi,c,27,5
uycdtpi,y,45,10
uycdtpi,u,50,11
eontrpi,i,648,107
eontrpi,p,661,115
eontrpi,t,799,143
eontrpi,n,644,113
eontrpi,o,575,109
glodnzi,l,197,38
glodnzi,o,274,52
glodnzi,d,182,32
glodnzi,z,74,10
lyenarz,z,34,9
lyenarz,a,188,50
lyenarz,n,105,24
lyenarz,y,107,27
lyenarz,l,144,36
uecdhpk,k,111,25
uecdhpk,p,109,25
uecdhpk,h,87,15
uecdhpk,c,132,26
uecdhpk,u,112,24
wevnrgi,v,266,46
wevnrgi,w,174,35
ubecohr,o,122,31
ubecohr,h,120,25
ubecohr,c,142,29
ubecohr,b,78,22
ubecohr,u,87,22
ledhtgi,i,331,69
ledhtgi,g,221,39
ledhtgi,t,263,51
ledhtgi,h,184,33
ledhtgi,l,281,60
lyetxrp,p,169,37
lyetxrp,x,51,8
lyetxrp,t,157,31
lyetxrp,y,98,22
lyetxrp,l,119,27
rwentmi,i,476,93
rwentmi,m,222,47
rwentmi,t,494,95
rwentmi,n,388,70
rwentmi,w,193,39
gednrzi,z,91,13
econtag,g,147,36
econtag,a,316,67
econtag,t,341,73
econtag,n,364,81
econtag,o,297,68
econtag,c,246,49
econtag,e,306,67
ledonai,i,319,66
ledonai,a,346,74
ledonai,n,389,84
ledonai,o,217,53
ledonai,l,435,99
lecdnai,i,473,90
lecdnai,a,545,106
lecdnai,n,504,91
lecdnai,c,410,73
lecdnai,l,506,101
ycotnar,r,319,67
ycotnar,a,384,77
ycotnar,n,292,57
ycotnar,t,293,63
ycotnar,o,307,65
ycotnar,c,293,55
ycotnar,y,164,34
rlenami,i,432,92
rlenami,m,421,91
rlenami,a,504,110
rlenami,n,416,83
rlenami,l,380,82
entampi,i,367,75
entampi,p,207,47
entampi,m,282,66
entampi,a,376,79
entampi,t,444,93
entampi,n,429,85
entampi,e,431,95
yjeongi,y,53,9
yjeongi,o,109,23
yjeongi,e,90,18
yjeongi,j,69,11
ehvnagi,a,196,40
ehvnagi,v,156,34
ehvnagi,h,115,21
ehvnagi,e,211,44
wluyngi,u,89,16
wluyngi,l,136,26
wluyngi,w,93,14
wluyngi,y,68,12
uentmpi,i,210,49
uentmpi,p,136,31
uentmpi,m,143,37
uentmpi,t,218,54
uentmpi,n,212,46
uentmpi,e,220,54
uentmpi,u,120,26
ybetagi,i,74,15
ybetagi,g,101,20
ybetagi,a,122,30
ybetagi,t,117,29
ybetagi,e,110,30
ybetagi,b,122,31
ybetagi,y,61,13
wlynagi,y,177,31
wlynagi,a,374,69
wlynagi,l,290,54
wlynagi,w,232,42
lecnarp,p,376,80
lecnarp,a,547,121
lecnarp,n,272,54
lecnarp,c,348,68
lecnarp,l,336,72
lecargk,k,79,23
lecargk,g,140,34
lecargk,a,256,68
lecargk,c,141,33
lecargk,l,182,47
fbedtai,i,201,44
fbedtai,a,203,52
fbedtai,t,268,64
fbedtai,b,232,50
fbedtai,f,140,34
recntmi,i,552,101
recntmi,m,335,63
recntmi,n,452,74
recntmi,t,551,98
recntmi,c,264,41
fyedoar,y,133,33
fyedoar,a,263,62
fyedoar,f,251,54
fyedoar,o,216,50
glfonpi,l,301,62
glfonpi,o,321,68
glfonpi,f,139,27
glfonpi,p,238,44
luynagi,u,132,25
luynagi,a,278,50
luynagi,l,279,54
luynagi,y,138,23
wuentri,i,376,71
wuentri,t,468,91
wuentri,n,409,80
wuentri,u,198,38
wuentri,w,192,39
fedovar,a,208,51
fedovar,f,222,47
fedovar,o,268,59
fedovar,v,165,33
eontapi,i,396,70
eontapi,p,333,72
eontapi,a,339,64
eontapi,t,503,97
eontapi,n,491,98
eontapi,o,333,66
eontapi,e,364,79
wedntar,a,828,161
wedntar,n,652,121
wedntar,w,353,77
wedntar,t,683,124
luyconm,m,77,15
luyconm,n,86,19
luyconm,o,107,27
luyconm,c,84,16
luyconm,y,69,12
luyconm,u,52,11
luyconm,l,75,21
ljednag,g,259,54
ljednag,a,346,73
ljednag,n,245,47
ljednag,j,39,7
ljednag,l,298,65
vntargi,t,438,68
vntargi,v,173,23
vntargi,a,591,94
vntargi,r,453,71
edovnki,i,214,46
edovnki,k,103,25
edovnki,v,157,32
edovnki,n,182,46
edovnki,o,125,31
yenvtai,i,213,40
yenvtai,a,196,37
yenvtai,t,252,47
yenvtai,v,134,27
yenvtai,n,272,57
yenvtai,e,209,44
yenvtai,y,81,16
ujednta,t,318,61
ujednta,a,278,49
ujednta,n,373,66
ujednta,j,57,10
ujednta,u,207,39
ecdvnai,i,365,73
ecdvnai,v,261,53
ecdvnai,a,293,60
ecdvnai,n,325,62
ecdvnai,c,299,54
lecdtai,i,627,114
lecdtai,a,613,110
lecdtai,t,620,109
lecdtai,c,521,86
lecdtai,l,598,113
glynapi,y,212,32
glynapi,a,422,74
glynapi,l,342,59
glynapi,p,317,53
fedtarg,t,566,106
fedtarg,f,325,67
fedtarg,g,390,72
fedtarg,a,724,147
uycohrg,g,42,11
uycohrg,r,77,18
uycohrg,h,66,13
uycohrg,o,76,18
uycohrg,c,65,12
uycohrg,y,34,8
uycohrg,u,67,15
wgnarpi,a,395,70
wgnarpi,p,251,44
wgnarpi,w,214,35
wgnarpi,r,275,47
luedhtr,u,250,57
luedhtr,t,219,45
luedhtr,l,229,49
luedhtr,h,174,38
fecdnri,i,558,101
fecdnri,c,281,44
fecdnri,f,432,72
fecdnri,n,418,69
odnarpi,i,175,34
odnarpi,p,141,30
odnarpi,r,187,45
odnarpi,a,191,41
odnarpi,n,179,35
odnarpi,d,180,40
odnarpi,o,204,46
mjedoar,a,349,77
mjedoar,o,257,60
mjedoar,m,312,69
mjedoar,j,54,11
fubetar,a,228,66
fubetar,t,292,74
fubetar,b,191,50
fubetar,u,135,36
fubetar,f,156,41
ledovrk,k,81,18
ledovrk,l,315,63
ledovrk,o,356,76
ledovrk,v,306,53
lfycari,i,243,49
lfycari,r,179,38
lfycari,a,259,55
lfycari,c,176,30
lfycari,y,178,34
lfycari,f,156,33
lfycari,l,236,49
beotarp,p,402,82
beotarp,a,501,106
beotarp,t,576,117
beotarp,o,408,85
beotarp,b,220,52
ledhnai,i,299,63
ledhnai,a,389,79
ledhnai,n,345,65
ledhnai,h,169,35
ledhnai,l,395,85
ednvtag,g,222,42
ednvtag,t,329,60
ednvtag,n,375,70
ednvtag,a,396,73
ednvtag,v,153,27
lfeorpi,i,287,61
lfeorpi,p,273,62
lfeorpi,o,207,52
lfeorpi,l,282,71
lfeorpi,f,270,60
fuecdta,a,279,55
fuecdta,t,276,56
fuecdta,c,311,54
fuecdta,u,158,32
fuecdta,f,232,48
edonthr,t,628,118
edonthr,n,484,89
edonthr,h,325,58
edonthr,o,586,118
uyentrk,k,37,10
uyentrk,t,201,43
uyentrk,n,196,41
uyentrk,u,149,30
uyentrk,y,71,13
ludntai,i,112,30
ludntai,a,138,37
ludntai,t,119,32
ludntai,n,134,32
ludntai,d,77,19
ludntai,u,92,24
ludntai,l,104,33
fecnrgi,c,127,20
fecnrgi,f,299,50
wlntrgi,t,224,44
wlntrgi,l,173,33
wlntrgi,w,174,30
wlntrgi,r,138,26
lfenazi,i,122,32
lfenazi,z,44,9
lfenazi,a,118,31
lfenazi,n,127,30
lfenazi,e,136,38
lfenazi,f,113,32
lfenazi,l,149,42
udotari,i,139,28
udotari,r,188,50
udotari,a,168,39
udotari,t,193,49
udotari,o,179,47
udotari,d,139,34
udotari,u,82,19
rfentmi,i,485,99
rfentmi,m,265,55
rfentmi,t,462,90
rfentmi,n,404,70
rfentmi,f,229,48
kdonmgi,k,85,20
kdonmgi,d,165,30
kdonmgi,o,192,41
kdonmgi,m,116,24
wlfueor,o,150,40
wlfueor,u,97,25
wlfueor,l,167,48
wlfueor,f,197,49
wlfueor,w,104,25
luodnar,r,132,33
luodnar,a,147,38
luodnar,n,120,30
luodnar,d,135,37
luodnar,o,139,42
luodnar,u,108,27
luodnar,l,125,37
ucdonti,i,198,32
ucdonti,t,218,40
ucdonti,n,235,44
ucdonti,o,241,45
ucdonti,d,134,21
ucdonti,c,185,30
ucdonti,u,170,30
edonahp,p,264,56
edonahp,a,207,40
edonahp,n,265,54
edonahp,o,178,46
edonahp,h,163,32
lbetari,i,690,121
lbetari,a,834,156
lbetari,t,823,148
lbetari,b,581,107
lbetari,l,697,130
yecotrk,k,121,30
yecotrk,t,183,41
yecotrk,o,256,60
yecotrk,c,182,35
yecotrk,y,92,20
rontmpi,i,188,43
rontmpi,p,202,43
rontmpi,m,129,35
rontmpi,t,192,47
rontmpi,n,188,41
rontmpi,o,250,64
rontmpi,r,159,43
ldvnagi,a,363,70
ldvnagi,l,308,58
ldvnagi,d,248,44
ldvnagi,v,182,33
lfyutai,i,109,27
lfyutai,a,117,28
lfyutai,t,136,33
lfyutai,u,96,19
lfyutai,y,131,24
lfyutai,f,158,35
lfyutai,l,177,43
cdhtark,k,41,10
cdhtark,r,94,24
cdhtark,a,134,37
cdhtark,t,111,26
cdhtark,h,63,17
cdhtark,d,30,8
cdhtark,c,104,24
gmearpk,k,80,21
gmearpk,p,152,39
gmearpk,m,179,40
gmearpk,a,260,65
gmearpk,g,147,32
uycotna,a,175,35
uycotna,n,204,41
uycotna,t,180,41
uycotna,o,173,37
uycotna,c,196,36
uycotna,y,89,15
uycotna,u,114,24
wcohngi,c,164,31
wcohngi,w,128,22
wcohngi,o,190,37
wcohngi,h,127,24
lboarpi,i,110,28
lboarpi,p,126,31
lboarpi,r,117,31
lboarpi,a,159,40
lboarpi,o,130,37
lboarpi,b,102,26
lboarpi,l,154,46
leontgi,t,539,103
leontgi,l,512,102
leontgi,o,363,79
leontgi,e,475,95
lecdnam,m,356,77
lecdnam,a,564,122
lecdnam,n,412,78
lecdnam,c,250,51
lecdnam,l,331,73
yedhtri,y,77,19
yedhtri,t,341,66
yedhtri,h,195,38
yedhtri,i,356,72
edntrgi,t,953,155
lectazi,i,185,37
lectazi,z,37,7
lectazi,a,219,45
lectazi,t,254,54
lectazi,c,194,37
lectazi,e,200,42
lectazi,l,249,55
ecdnxgi,c,124,22
ecdnxgi,x,62,9
lmbedri,b,370,67
lmbedri,l,378,77
lmbedri,i,528,107
lmbedri,m,275,56
edntari,i,1130,185
edntari,a,1219,201
edntari,n,1179,190
edntari,t,1406,228
redothm,t,462,93
redothm,h,270,51
redothm,o,543,117
redothm,m,319,68
lotampi,i,112,34
lotampi,p,147,41
lotampi,m,102,38
lotampi,a,172,50
lotampi,t,148,46
lotampi,o,142,47
lotampi,l,165,56
lecdvzi,i,235,50
lecdvzi,z,31,3
lecdvzi,v,176,34
lecdvzi,c,111,22
lecdvzi,l,165,36
ledonti,i,482,99
ledonti,t,537,113
ledonti,n,460,96
ledonti,o,371,84
ledonti,l,407,92
udhnagi,u,113,17
udhnagi,a,134,23
udhnagi,d,143,24
udhnagi,h,78,15
rwlenki,i,181,45
rwlenki,k,130,32
rwlenki,n,157,36
rwlenki,l,145,35
rwlenki,w,108,28
wbodnag,g,58,17
wbodnag,a,102,24
wbodnag,n,106,29
wbodnag,d,66,17
wbodnag,o,95,28
wbodnag,b,78,16
wbodnag,w,44,11
fedotxi,i,137,29
fedotxi,x,65,11
fedotxi,t,165,40
fedotxi,o,127,27
fedotxi,f,108,25
genakpi,k,110,25
genakpi,a,160,35
genakpi,p,241,51
genakpi,e,194,45
edontmi,i,438,86
edontmi,m,391,85
edontmi,t,537,109
edontmi,n,529,103
edontmi,o,423,87
gcohnpi,c,215,39
gcohnpi,p,249,42
gcohnpi,o,277,51
gcohnpi,h,205,37
ecdtkpi,i,270,61
ecdtkpi,p,169,39
ecdtkpi,k,118,30
ecdtkpi,t,189,39
ecdtkpi,c,185,38
lueoamp,p,152,52
lueoamp,m,131,44
lueoamp,a,131,42
lueoamp,o,69,29
lueoamp,e,115,37
lueoamp,u,70,22
lueoamp,l,169,61
uecdngi,u,279,47
uecdngi,c,180,31
lyeonvt,t,119,32
lyeonvt,v,125,27
lyeonvt,n,147,38
lyeonvt,o,127,40
lyeonvt,e,188,48
lyeonvt,y,82,17
lyeonvt,l,152,37
uecdorp,u,375,64
uecdorp,c,537,84
uecdorp,p,517,90
uecdorp,o,603,106
ecdnapk,k,138,30
ecdnapk,p,272,52
ecdnapk,a,315,60
ecdnapk,n,326,56
ecdnapk,c,235,44
fuetxri,i,144,32
fuetxri,x,33,6
fuetxri,t,166,39
fuetxri,u,79,16
fuetxri,f,148,36
lbeohri,i,141,31
lbeohri,o,144,38
lbeohri,h,84,20
lbeohri,b,146,37
lbeohri,l,180,47
feohtar,a,318,76
feohtar,t,527,115
feohtar,o,286,61
feohtar,h,302,61
feohtar,f,239,54
uedotam,m,261,66
uedotam,a,194,47
uedotam,t,266,67
uedotam,o,211,51
uedotam,u,111,23
wohtarg,g,49,13
wohtarg,r,150,35
wohtarg,a,123,34
wohtarg,t,148,39
wohtarg,h,88,21
wohtarg,o,140,35
wohtarg,w,72,16
wledarp,a,813,159
wledarp,l,540,103
wledarp,w,351,73
wledarp,p,592,109
gbonrzi,z,51,8
gbonrzi,o,249,48
gbonrzi,b,192,35
gbonrzi,r,162,30
lumbnar,r,98,22
lumbnar,a,161,41
lumbnar,n,100,22
lumbnar,b,82,24
lumbnar,m,106,25
lumbnar,u,133,34
lumbnar,l,119,34
lectapk,k,77,27
lectapk,p,232,58
lectapk,a,327,80
lectapk,t,270,57
lectapk,c,153,37
lectapk,e,302,77
lectapk,l,302,70
leontam,m,359,86
leontam,a,422,96
leontam,t,463,101
leontam,n,362,79
leontam,o,305,78
leontam,e,468,108
leontam,l,342,81
wyehnar,a,157,46
wyehnar,n,108,28
wyehnar,h,67,18
wyehnar,y,73,21
wyehnar,w,108,33
odnargi,a,491,86
odnargi,o,396,71
odnargi,d,443,77
odnargi,r,538,95
gmoharp,p,79,22
gmoharp,r,114,30
gmoharp,a,114,28
gmoharp,h,53,10
gmoharp,o,109,30
gmoharp,m,103,26
