letters,required,score,words
lkdoari,o,94,32
lkdoari,d,108,33
lkdoari,k,49,15
lkdoari,l,90,31
edovnrp,v,241,45
glunmzi,u,132,22
glunmzi,l,133,25
glunmzi,m,129,21
glunmzi,z,59,7
wlyeari,i,153,38
wlyeari,a,233,58
wlyeari,y,186,43
wlyeari,l,202,53
wlyeari,w,160,42
ueqnami,i,100,22
ueqnami,m,109,29
ueqnami,a,90,22
ueqnami,n,128,29
ueqnami,q,57,9
ueqnami,e,105,25
ueqnami,u,87,15
kycohri,i,63,15
kycohri,r,68,15
kycohri,h,63,14
kycohri,o,102,25
kycohri,c,110,29
kycohri,y,53,10
kycohri,k,82,25
lyedtap,y,200,41
uontapi,p,170,39
uontapi,a,165,36
uontapi,o,230,46
uontapi,u,95,26
lueqnai,i,95,20
lueqnai,a,97,23
lueqnai,n,116,28
lueqnai,q,77,13
lueqnai,e,129,27
lueqnai,u,111,23
lueqnai,l,112,29
lueqazi,i,35,6
lueqazi,z,24,5
lueqazi,a,48,10
lueqazi,q,47,9
lueqazi,e,52,10
lueqazi,u,58,13
lueqazi,l,54,12
lfecdok,k,108,27
lfecdok,o,221,57
lfecdok,c,176,41
lfecdok,l,188,50
lfecdok,f,103,26
mbedark,k,193,39
lntampi,i,246,60
lntampi,p,148,36
lntampi,m,164,40
lntampi,t,185,43
lntampi,n,211,44
lntampi,l,212,51
ryeotmg,g,123,27
ryeotmg,m,161,38
ryeotmg,t,186,45
ryeotmg,o,214,56
ryeotmg,y,76,19
umbnkpi,i,65,14
umbnkpi,p,42,10
umbnkpi,k,38,9
umbnkpi,n,73,17
umbnkpi,b,34,7
umbnkpi,m,56,13
umbnkpi,u,55,12
entxrgi,x,56,10
lubotar,r,168,43
lubotar,a,178,47
lubotar,t,201,58
lubotar,o,177,55
lubotar,b,139,42
lubotar,u,106,33
lubotar,l,135,40
rudoamg,g,92,23
rudoamg,m,147,33
rudoamg,a,155,38
rudoamg,o,107,33
rudoamg,d,106,31
rudoamg,u,72,15
rudoamg,r,140,40
lyednaz,z,57,13
lyednaz,a,248,56
lyednaz,n,156,32
lyednaz,y,105,24
lyednaz,l,213,48
yentaxi,i,107,24
yentaxi,x,35,8
yentaxi,a,119,23
yentaxi,t,168,39
yentaxi,n,179,38
yentaxi,e,131,30
yentaxi,y,65,12
fuednta,u,223,44
fuednta,f,177,39
gcnarpi,c,199,33
gcnarpi,p,246,43
uecntap,p,156,38
uecntap,t,245,56
uecntap,n,228,48
uecntap,c,178,35
uecntap,u,119,26
ueqcdta,a,155,31
ueqcdta,t,147,30
ueqcdta,q,54,9
ueqcdta,c,161,29
ueqcdta,u,156,31
lubedtm,m,205,42
lubedtm,t,158,39
lubedtm,b,240,48
ubeqhta,a,71,26
ubeqhta,t,83,29
ubeqhta,h,60,14
ubeqhta,q,32,5
ubeqhta,e,80,24
ubeqhta,b,57,20
ubeqhta,u,58,16
lfyodri,i,90,25
lfyodri,r,95,25
lfyodri,d,114,32
lfyodri,o,107,34
lfyodri,y,95,21
lfyodri,f,78,21
lfyodri,l,146,39
ucontar,u,184,40
medvarp,v,151,31
medvarp,m,242,51
ycdnami,i,133,29
ycdnami,m,115,29
ycdnami,a,185,40
ycdnami,n,132,27
ycdnami,d,117,23
ycdnami,c,117,20
ycdnami,y,88,16
lychnpi,i,138,29
lychnpi,p,62,11
lychnpi,n,79,14
lychnpi,h,96,19
lychnpi,c,114,22
lychnpi,y,63,11
lychnpi,l,91,17
lecdnpi,c,216,36
ecdtrzi,z,47,5
wluotak,k,44,10
wluotak,a,73,20
wluotak,t,86,25
wluotak,o,102,28
wluotak,u,41,11
wluotak,l,91,27
wluotak,w,48,11
lunamgi,u,213,39
lfuovar,r,95,24
lfuovar,a,120,29
lfuovar,v,61,11
lfuovar,o,92,25
lfuovar,u,70,18
lfuovar,f,99,26
lfuovar,l,133,34
uqontai,i,156,27
uqontai,a,137,26
uqontai,t,172,37
uqontai,n,175,34
uqontai,o,137,27
uqontai,q,48,8
uqontai,u,97,23
lyctari,y,244,41
wyehari,i,109,25
wyehari,a,121,34
wyehari,h,75,21
wyehari,y,60,18
wyehari,w,111,30
lfntapi,i,212,53
lfntapi,p,167,35
lfntapi,a,232,54
lfntapi,t,177,42
lfntapi,n,150,33
lfntapi,f,111,26
lfntapi,l,196,49
lyecdhn,n,77,14
lyecdhn,h,72,14
lyecdhn,c,81,14
lyecdhn,y,59,13
lyecdhn,l,94,20
gcharpi,i,83,21
gcharpi,p,59,17
gcharpi,r,94,26
gcharpi,a,95,26
gcharpi,h,80,19
gcharpi,c,82,21
gcharpi,g,48,11
ybenrgi,y,89,16
ybenrgi,b,218,39
fctnari,r,241,47
fctnari,n,194,34
fctnari,c,225,37
fctnari,f,138,28
yechngi,y,48,7
yechngi,c,78,15
yechngi,h,107,20
yechngi,e,103,19
wlhnrgi,l,104,18
wlhnrgi,w,135,21
wlhnrgi,h,73,13
wlhnrgi,r,122,21
lbeotxr,x,56,9
lbeotxr,t,213,50
lbeotxr,o,204,56
lbeotxr,b,130,34
lbeotxr,l,151,40
lgyoamp,p,120,33
lgyoamp,m,107,28
lgyoamp,a,176,46
lgyoamp,o,139,40
lgyoamp,y,141,28
lgyoamp,g,97,23
lgyoamp,l,183,50
lfueamg,g,146,36
lfueamg,m,137,36
lfueamg,a,174,47
lfueamg,e,172,45
lfueamg,u,102,30
lfueamg,f,97,28
lfueamg,l,202,58
fodthgi,i,58,12
fodthgi,g,46,10
fodthgi,h,63,14
fodthgi,t,66,16
fodthgi,d,54,13
fodthgi,o,59,18
fodthgi,f,32,10
gednmpi,m,226,40
udntrgi,t,219,39
udntrgi,d,220,38
lfybnai,i,106,25
lfybnai,a,144,36
lfybnai,n,77,17
lfybnai,b,96,21
lfybnai,y,102,21
lfybnai,f,103,22
lfybnai,l,137,35
lntakgi,k,113,25
rbetkzi,i,145,29
rbetkzi,z,42,5
rbetkzi,k,36,9
rbetkzi,t,121,26
rbetkzi,b,99,19
uydtrgi,i,73,17
uydtrgi,g,58,14
uydtrgi,r,65,17
uydtrgi,t,59,15
uydtrgi,d,72,17
uydtrgi,y,52,9
uydtrgi,u,37,9
fbedarp,f,169,34
fbedarp,b,220,48
lyodhri,i,60,17
lyodhri,r,77,19
lyodhri,h,47,10
lyodhri,d,102,28
lyodhri,o,95,28
lyodhri,y,83,19
lyodhri,l,107,31
codntam,m,154,35
codntam,a,207,47
codntam,t,117,28
codntam,n,180,35
codntam,d,106,22
codntam,o,212,52
codntam,c,172,33
luybngi,u,175,33
luybngi,l,186,37
luybngi,y,98,18
luybngi,b,172,30
luentap,n,216,51
luentap,u,152,36
luedvni,u,167,33
lcotmpi,i,162,39
lcotmpi,p,129,32
lcotmpi,m,72,20
lcotmpi,t,134,36
lcotmpi,o,156,49
lcotmpi,c,128,29
lcotmpi,l,138,46
lubeqri,i,148,28
lubeqri,q,68,10
lubeqri,b,181,38
lubeqri,u,173,36
lubeqri,l,185,43
lodnhpi,i,81,18
lodnhpi,p,86,22
lodnhpi,h,31,9
lodnhpi,n,57,13
lodnhpi,d,40,13
lodnhpi,o,95,31
lodnhpi,l,67,23
rechtmi,m,147,39
rechtmi,h,221,44
rechtmi,c,207,40
udntagi,u,204,32
udntagi,d,184,28
lyednak,k,175,38
lyednak,y,148,32
luyenki,i,69,20
luyenki,k,84,22
luyenki,n,85,23
luyenki,e,96,25
luyenki,y,41,9
luyenki,u,45,10
luyenki,l,93,26
uedhntr,h,191,35
uecqhxr,x,18,3
uecqhxr,h,43,6
uecqhxr,c,56,11
uecqhxr,q,33,4
uecqhxr,u,52,10
yuchnar,r,130,27
yuchnar,a,132,28
yuchnar,n,104,19
yuchnar,h,97,18
yuchnar,c,136,26
yuchnar,u,103,17
yuchnar,y,127,24
lfytari,i,205,54
lfytari,r,209,51
lfytari,t,191,48
lfytari,y,155,33
lfytari,f,188,46
lfytari,l,185,48
lcodazi,i,86,19
lcodazi,z,21,2
lcodazi,a,86,22
lcodazi,d,66,20
lcodazi,o,87,26
lcodazi,c,106,27
lcodazi,l,72,25
wecdovr,v,172,30
wecdovr,w,188,38
luctrpi,i,86,22
luctrpi,p,54,16
luctrpi,r,45,12
luctrpi,t,86,22
luctrpi,c,62,15
luctrpi,u,54,18
luctrpi,l,66,22
uybnrgi,u,170,34
uybnrgi,y,81,15
uybnrgi,b,155,30
uybnrgi,r,178,36
lumberp,p,156,41
lumberp,m,198,41
lumberp,b,213,45
lumberp,l,249,57
lyenarg,y,244,49
wldnmgi,l,142,25
wldnmgi,w,94,15
wldnmgi,d,126,22
wldnmgi,m,98,17
ucntrgi,c,138,21
ucntrgi,r,244,42
echtami,i,149,35
echtami,m,145,44
echtami,a,224,55
echtami,h,179,42
echtami,c,223,48
echtami,e,216,57
ukntrgi,u,192,33
ukntrgi,t,203,36
ukntrgi,k,64,13
ukntrgi,r,182,34
jecdnti,c,209,36
jecdnti,j,70,11
ecntaxi,i,187,37
ecntaxi,x,54,12
ecntaxi,a,231,44
ecntaxi,n,248,51
ecntaxi,c,182,35
ecntaxi,e,206,46
lycohpi,i,123,27
lycohpi,p,111,31
lycohpi,h,96,22
lycohpi,o,133,40
lycohpi,c,125,30
lycohpi,y,100,22
lycohpi,l,146,39
wlmbeor,m,121,32
wlmbeor,o,220,62
wlmbeor,b,188,47
wlmbeor,l,163,44
wlmbeor,w,147,36
uecohvr,v,73,17
uecohvr,o,124,30
uecohvr,h,99,21
uecohvr,c,139,28
uecohvr,u,74,17
lycdapi,i,167,35
lycdapi,p,113,25
lycdapi,a,208,46
lycdapi,d,128,28
lycdapi,c,132,26
lycdapi,y,144,29
lycdapi,l,186,44
rfeonam,a,244,61
rfeonam,n,186,44
rfeonam,o,192,50
rfeonam,f,163,35
lfcnkgi,k,137,27
lfcnkgi,c,108,18
lfcnkgi,l,166,29
lfcnkgi,f,73,12
lubenta,u,205,47
rdntami,i,203,50
rdntami,m,168,41
rdntami,t,172,39
rdntami,n,196,41
rdntami,d,123,31
rdntami,r,188,43
rgenkpi,k,199,38
leontrg,g,186,44
leontrg,n,243,59
leontrg,l,168,46
lytarpi,i,180,44
lytarpi,p,206,44
lytarpi,r,222,50
lytarpi,t,234,52
lytarpi,y,179,35
lytarpi,l,205,46
lfctnai,n,184,36
lfctnai,t,218,50
lfctnai,c,233,42
lfctnai,f,124,29
lfctnai,l,206,50
lybengi,y,152,22
lfuenki,i,103,30
lfuenki,k,90,24
lfuenki,n,111,29
lfuenki,e,141,40
lfuenki,u,81,19
lfuenki,f,101,28
lfuenki,l,154,42
lyecdom,m,202,42
lyecdom,c,181,35
lyecdom,y,163,28
rfnamgi,f,181,31
rfehtam,m,135,40
rfehtam,h,219,48
rfehtam,f,160,39
flbchak,k,55,13
flbchak,a,81,25
flbchak,h,29,7
flbchak,c,65,15
flbchak,b,45,11
flbchak,l,69,21
flbchak,f,37,9
covnkgi,k,121,26
covnkgi,c,174,31
covnkgi,v,76,9
covnkgi,o,206,40
uycnkgi,u,64,11
uycnkgi,c,64,13
uycnkgi,y,60,12
uycnkgi,k,77,18
ehnvtgi,v,164,27
jontari,i,235,44
jontari,r,195,43
jontari,n,227,43
jontari,o,216,45
jontari,j,33,8
ryonamg,g,164,39
ryonamg,m,195,46
ryonamg,n,175,43
ryonamg,o,198,52
ryonamg,y,138,33
ryonamg,r,200,49
rfuonmi,i,86,19
rfuonmi,m,105,27
rfuonmi,n,99,24
rfuonmi,o,100,28
rfuonmi,u,83,17
rfuonmi,f,58,17
rfuonmi,r,87,25
wuednar,u,170,34
ecotagi,i,69,13
ecotagi,g,57,14
ecotagi,a,118,29
ecotagi,t,122,31
ecotagi,o,87,22
ecotagi,c,102,22
ecotagi,e,83,18
lecntam,c,220,45
luecdok,k,146,34
luecdok,o,232,53
luecdok,u,221,43
ycotari,i,130,27
ycotari,r,228,52
ycotari,a,249,53
ycotari,t,236,56
ycotari,o,147,36
ycotari,c,158,32
ycotari,y,77,18
ubontar,r,235,57
ubontar,a,207,50
ubontar,t,237,62
ubontar,n,209,47
ubontar,o,233,58
ubontar,b,201,48
ubontar,u,174,44
ycodtmi,i,104,20
ycodtmi,m,87,18
ycodtmi,t,97,21
ycodtmi,d,98,19
ycodtmi,o,110,24
ycodtmi,c,64,11
ycodtmi,y,74,13
gbenkpi,k,118,25
gbenkpi,p,185,35
gbenkpi,e,229,48
gbenkpi,b,122,21
lybevar,v,204,43
lybevar,y,198,43
lconkgi,k,217,46
lbcoagi,i,131,26
lbcoagi,g,73,19
lbcoagi,a,142,32
lbcoagi,o,111,33
lbcoagi,c,126,27
lbcoagi,b,83,23
lbcoagi,l,151,46
wftnagi,f,103,22
wftnagi,w,219,41
lfucdti,i,78,19
lfucdti,t,52,16
lfucdti,d,37,8
lfucdti,c,43,10
lfucdti,u,67,18
lfucdti,f,65,16
lfucdti,l,87,24
ecdhnak,k,114,29
ecdhnak,a,245,52
ecdhnak,n,205,42
ecdhnak,h,153,33
ecdhnak,c,208,42
glyenpi,y,107,20
glyenpi,l,169,35
glyenpi,e,236,49
glyenpi,p,220,41
wledohr,h,224,46
lbecdoa,c,209,47
uetargi,i,228,41
uetargi,g,229,47
uetargi,u,96,22
gyohnpi,y,78,15
gyohnpi,p,214,38
gyohnpi,o,165,33
gyohnpi,h,107,20
wyedorp,y,120,30
wyedorp,w,223,47
fentagi,f,180,38
lecovna,a,237,60
lecovna,v,192,43
lecovna,o,229,59
lecovna,c,238,52
rlyckpi,i,70,20
rlyckpi,p,32,7
rlyckpi,k,45,12
rlyckpi,c,66,16
rlyckpi,y,47,9
rlyckpi,l,41,11
rlyckpi,r,36,7
eohnrpi,i,235,43
eohnrpi,n,219,45
eohnrpi,o,220,51
eohnrpi,h,131,27
fohtrgi,i,80,22
fohtrgi,g,78,19
fohtrgi,r,107,30
fohtrgi,t,117,33
fohtrgi,h,93,18
fohtrgi,o,85,26
fohtrgi,f,75,20
lbeontm,m,186,44
lbeontm,t,223,57
lbeontm,n,176,42
lbeontm,o,234,71
lbeontm,b,142,37
lbeontm,l,175,47
weonmgi,w,127,24
weonmgi,o,169,38
weonmgi,e,107,28
weonmgi,m,107,26
rlyenmi,i,161,42
rlyenmi,m,129,32
rlyenmi,n,100,22
rlyenmi,y,79,17
rlyenmi,l,129,33
yontrpk,k,45,12
yontrpk,p,75,19
yontrpk,r,65,20
yontrpk,t,80,23
yontrpk,n,65,16
yontrpk,o,112,38
yontrpk,y,41,11
lyeotri,i,219,50
lyeotri,o,204,52
lyeotri,y,98,23
lyeotri,l,240,60
ecohnam,m,152,40
ecohnam,a,188,47
ecohnam,n,190,46
ecohnam,h,119,24
ecohnam,o,184,47
ecohnam,c,221,48
ecohnam,e,145,43
lfuyeqi,i,53,15
lfuyeqi,q,36,5
lfuyeqi,e,43,17
lfuyeqi,y,47,10
lfuyeqi,u,77,17
lfuyeqi,f,74,22
lfuyeqi,l,86,26
uechnri,i,162,37
uechnri,n,160,32
uechnri,h,150,29
uechnri,c,184,37
uechnri,u,131,25
gcntkpi,k,117,22
gcntkpi,c,91,15
gcntkpi,t,113,20
gcntkpi,p,149,25
ubenmgi,u,135,22
ubenmgi,e,173,35
ubenmgi,b,172,29
ubenmgi,m,135,26
rwudonm,m,82,22
rwudonm,n,80,21
rwudonm,o,120,38
rwudonm,d,89,24
rwudonm,u,76,15
rwudonm,w,68,14
rwudonm,r,94,25
wedotah,a,198,45
wedotah,t,235,55
wedotah,o,182,39
wedotah,h,216,47
wedotah,w,165,35
ueqntgi,u,195,32
ueqntgi,q,94,14
ueqntgi,t,239,44
ueqntgi,e,241,44
ryohnam,m,138,38
ryohnam,a,170,42
ryohnam,n,105,29
ryohnam,h,87,18
ryohnam,o,168,43
ryohnam,y,138,31
ryohnam,r,157,37
lontazi,i,216,39
lontazi,z,71,6
lontazi,a,240,41
lontazi,t,236,46
lontazi,n,246,44
lontazi,o,234,44
lontazi,l,168,39
uqcotxi,i,31,5
uqcotxi,x,20,2
uqcotxi,t,36,9
uqcotxi,o,39,8
uqcotxi,c,32,5
uqcotxi,q,21,3
uqcotxi,u,29,6
ehnargi,h,178,35
wlehnpi,i,96,25
wlehnpi,p,95,23
wlehnpi,n,90,19
wlehnpi,h,63,16
wlehnpi,e,129,37
wlehnpi,l,86,23
wlehnpi,w,67,19
uydhtmi,i,55,10
uydhtmi,m,82,16
uydhtmi,t,55,14
uydhtmi,h,27,5
uydhtmi,d,61,12
uydhtmi,y,66,13
uydhtmi,u,60,13
becargi,i,223,40
becargi,g,198,41
becargi,c,167,32
becargi,b,236,49
uehnrgi,u,226,37
uehnrgi,h,162,28
lecohap,p,184,58
lecohap,a,201,54
lecohap,h,170,42
lecohap,o,181,52
lecohap,c,179,46
lecohap,e,192,55
lecohap,l,213,63
gudnmpi,u,177,28
gudnmpi,p,185,30
gudnmpi,d,131,22
gudnmpi,m,121,21
uectari,u,178,36
ycovtri,i,56,12
ycovtri,r,61,16
ycovtri,t,48,16
ycovtri,v,30,4
ycovtri,o,56,17
ycovtri,c,55,10
ycovtri,y,22,5
wlyakgi,i,51,14
wlyakgi,g,60,13
wlyakgi,k,42,10
wlyakgi,a,89,22
wlyakgi,y,84,17
wlyakgi,l,88,24
wlyakgi,w,61,17
lujecta,a,132,28
lujecta,t,163,36
lujecta,c,112,24
lujecta,e,148,32
lujecta,j,23,4
lujecta,u,78,19
lujecta,l,141,34
wecdohi,i,127,27
wecdohi,o,153,32
wecdohi,h,127,29
wecdohi,c,148,33
wecdohi,w,97,21
ucvnrgi,u,99,17
ucvnrgi,c,77,12
ucvnrgi,v,37,5
ucvnrgi,r,124,22
fyecotr,t,238,51
fyecotr,o,248,53
fyecotr,c,126,21
fyecotr,y,82,16
fyecotr,f,167,34
uedhnri,u,240,44
uedhnri,h,144,27
lfecdtr,c,183,29
lfecdtr,l,213,42
rwonamk,k,52,17
rwonamk,m,104,31
rwonamk,a,118,32
rwonamk,n,100,30
rwonamk,o,130,42
rwonamk,w,59,15
rwonamk,r,107,32
wyehtgi,i,99,21
wyehtgi,g,80,14
wyehtgi,t,121,27
wyehtgi,h,109,24
wyehtgi,e,98,21
wyehtgi,y,42,8
wyehtgi,w,59,16
fecntgi,c,130,19
fecntgi,f,169,28
ycvtapi,i,89,18
ycvtapi,p,52,12
ycvtapi,a,106,21
ycvtapi,t,93,19
ycvtapi,v,44,6
ycvtapi,c,93,17
ycvtapi,y,75,12
zlcvngi,c,74,11
zlcvngi,z,33,5
zlcvngi,l,76,11
zlcvngi,v,50,7
rlohamg,g,79,20
rlohamg,m,128,31
rlohamg,a,141,39
rlohamg,h,35,7
rlohamg,o,109,31
rlohamg,l,90,27
rlohamg,r,101,25
lkjyeri,i,81,17
lkjyeri,k,57,13
lkjyeri,j,34,7
lkjyeri,y,51,12
lkjyeri,l,76,23
geoarpi,i,156,30
geoarpi,p,239,58
geoarpi,a,174,44
geoarpi,o,119,30
geoarpi,g,157,38
uechtax,x,29,5
uechtax,a,130,29
uechtax,t,156,36
uechtax,h,126,28
uechtax,c,134,27
uechtax,e,131,29
uechtax,u,54,10
uybecar,a,176,44
uybecar,c,121,26
uybecar,b,139,34
uybecar,u,106,25
uybecar,y,116,24
ecdnamp,c,242,46
yeovarg,g,187,45
yeovarg,a,156,41
yeovarg,v,145,32
yeovarg,o,113,29
yeovarg,y,104,27
yhnaxrp,p,43,9
yhnaxrp,r,38,9
yhnaxrp,x,14,1
yhnaxrp,a,60,14
yhnaxrp,n,26,5
yhnaxrp,h,30,5
yhnaxrp,y,58,12
jodnagi,a,147,28
jodnagi,o,163,33
jodnagi,d,172,30
jodnagi,j,72,12
bcnakgi,k,115,22
bcnakgi,c,143,24
bcnakgi,b,146,25
bcnakgi,a,238,42
ubcnkgi,u,81,15
ubcnkgi,c,65,12
ubcnkgi,k,73,16
ubcnkgi,b,87,15
uyeohnp,p,94,29
uyeohnp,n,69,21
uyeohnp,h,58,14
uyeohnp,o,79,27
uyeohnp,e,80,23
uyeohnp,y,81,17
uyeohnp,u,27,6
yeohntp,p,175,42
yeohntp,t,189,42
yeohntp,n,163,39
yeohntp,h,146,30
yeohntp,o,188,49
yeohntp,e,203,51
yeohntp,y,147,28
uentamg,g,201,39
uentamg,m,243,53
uentamg,u,138,29
lkenari,i,223,54
lkenari,k,154,41
lkenari,a,239,62
lovtapi,i,107,29
lovtapi,p,128,33
lovtapi,a,135,35
lovtapi,t,121,35
lovtapi,v,45,12
lovtapi,o,116,36
lovtapi,l,148,47
lecdhki,k,146,34
lecdhki,h,179,39
lecdhki,c,239,50
lecdhki,l,202,46
lbednki,k,196,43
lbednki,b,219,43
lyectax,x,52,11
lyectax,a,167,38
lyectax,t,153,32
lyectax,c,95,22
lyectax,e,154,34
lyectax,y,83,17
lyectax,l,172,40
lueqont,t,100,31
lueqont,n,77,25
lueqont,o,73,28
lueqont,q,47,7
lueqont,e,106,29
lueqont,u,73,19
lueqont,l,62,21
gldonpi,d,230,40
rleonmg,g,186,43
rleonmg,m,138,35
rleonmg,n,151,40
rleonmg,o,200,63
rleonmg,l,130,38
ujecdon,n,248,49
ujecdon,o,213,44
ujecdon,c,211,38
ujecdon,j,38,6
ujecdon,u,163,31
ubeqdar,u,159,36
ubeqdar,q,61,10
odnvtai,i,230,42
odnvtai,a,207,38
odnvtai,t,190,33
odnvtai,v,113,21
odnvtai,n,194,34
odnvtai,d,103,23
odnvtai,o,197,36
ecvnrgi,c,156,23
luecdhr,h,159,32
eohnamp,p,112,32
eohnamp,m,111,31
eohnamp,a,90,26
eohnamp,n,130,36
eohnamp,h,78,17
eohnamp,o,113,37
eohnamp,e,120,40
ludvnai,i,130,29
ludvnai,a,153,38
ludvnai,n,109,23
ludvnai,v,125,25
ludvnai,d,86,21
ludvnai,u,65,15
ludvnai,l,138,35
feovarg,g,178,41
feovarg,a,135,37
feovarg,v,127,27
feovarg,o,148,35
feovarg,f,127,30
lcohnti,i,181,48
lcohnti,t,156,43
lcohnti,n,150,36
lcohnti,h,132,31
lcohnti,o,175,48
lcohnti,c,208,47
lcohnti,l,127,38
ueqdnti,q,109,17
ueohtmg,g,58,11
ueohtmg,m,60,20
ueohtmg,t,110,34
ueohtmg,h,79,19
ueohtmg,o,92,25
ueohtmg,e,66,21
ueohtmg,u,68,17
rchtami,i,178,38
rchtami,m,104,27
rchtami,t,209,46
rchtami,h,155,34
rchtami,c,238,47
rchtami,r,199,43
zgcohap,p,38,12
zgcohap,a,48,10
zgcohap,h,44,10
zgcohap,o,62,16
zgcohap,c,53,11
zgcohap,g,17,3
zgcohap,z,15,1
fevtaxi,i,41,12
fevtaxi,x,29,6
fevtaxi,a,48,13
fevtaxi,t,52,16
fevtaxi,v,25,5
fevtaxi,e,53,17
fevtaxi,f,49,15
rlodnam,m,195,51
rlodnam,a,240,59
rlodnam,n,136,35
rlodnam,d,162,42
rlodnam,o,209,65
rlodnam,l,123,35
rlodnam,r,178,46
ledhnap,h,162,32
levtazi,i,103,26
levtazi,z,36,7
levtazi,a,158,37
levtazi,t,153,34
levtazi,v,107,25
levtazi,e,182,42
levtazi,l,195,49
lfecork,k,116,30
lfecork,o,181,49
lfecork,c,167,37
lfecork,l,147,41
lfecork,f,131,31
rcdtami,i,186,42
rcdtami,m,100,28
rcdtami,t,165,36
rcdtami,d,131,29
rcdtami,c,177,33
rcdtami,r,178,41
luontpi,i,218,46
luontpi,p,184,43
luontpi,t,170,46
luontpi,n,182,41
luontpi,o,197,51
luontpi,u,119,30
luontpi,l,115,38
conampi,i,192,38
conampi,p,91,20
conampi,m,179,39
conampi,a,187,41
conampi,n,229,45
conampi,o,204,43
conampi,c,168,33
umetxri,i,139,34
umetxri,m,145,38
umetxri,x,48,8
umetxri,t,181,46
umetxri,u,87,17
yectnar,y,211,39
pntarzi,i,149,33
pntarzi,z,54,9
pntarzi,r,113,28
pntarzi,a,180,43
pntarzi,t,158,38
pntarzi,n,115,24
pntarzi,p,100,26
ldntagi,d,216,39
lbohtam,m,116,35
lbohtam,a,170,51
lbohtam,t,157,49
lbohtam,h,85,25
lbohtam,o,185,58
lbohtam,b,110,33
lbohtam,l,120,43
edvtami,v,134,24
uconapi,i,117,22
uconapi,p,86,20
uconapi,a,86,18
uconapi,n,144,30
uconapi,o,127,29
uconapi,c,106,22
uconapi,u,56,11
fecdnai,f,250,44
lectxpi,i,175,40
lectxpi,p,128,29
lectxpi,x,73,14
lectxpi,t,181,39
lectxpi,c,128,25
lectxpi,e,204,47
lectxpi,l,168,39
bnvtari,i,147,30
bnvtari,r,144,29
bnvtari,a,187,41
bnvtari,t,144,28
bnvtari,v,56,9
bnvtari,n,123,25
bnvtari,b,67,15
udonrgi,u,234,39
gfenrpi,f,249,43
uecntai,i,209,40
uecntai,c,213,40
uecntai,e,244,49
uecntai,u,118,24
mbenrgi,b,245,43
mbenrgi,m,237,46
uchtari,i,142,28
uchtari,r,173,38
uchtari,a,194,42
uchtari,t,206,45
uchtari,h,138,32
uchtari,c,207,42
uchtari,u,56,14
luydnar,r,110,24
luydnar,a,149,37
luydnar,n,99,21
luydnar,d,97,24
luydnar,y,128,27
luydnar,u,105,24
luydnar,l,134,32
ecdtark,k,241,43
wudonrp,p,74,20
wudonrp,r,88,25
wudonrp,n,94,21
wudonrp,o,124,38
wudonrp,d,96,25
wudonrp,u,82,17
wudonrp,w,50,11
lfunkgi,u,136,27
lfunkgi,l,187,36
lfunkgi,k,102,21
lfunkgi,f,132,24
lovnapi,i,150,33
lovnapi,p,111,28
lovnapi,a,131,36
lovnapi,n,127,31
lovnapi,v,72,17
lovnapi,o,114,32
lovnapi,l,148,42
uycdtpi,i,40,9
uycdtpi,p,54,11
uycdtpi,t,49,14
uycdtpi,d,28,6
uycdtpi,c,27,5
uycdtpi,y,45,10
uycdtpi,u,50,11
glodnzi,l,197,38
glodnzi,d,182,32
glodnzi,z,74,10
lyenarz,z,34,9
lyenarz,a,188,50
lyenarz,n,105,24
lyenarz,y,107,27
lyenarz,l,144,36
uecdhpk,k,111,25
uecdhpk,p,109,25
uecdhpk,h,87,15
uecdhpk,c,132,26
uecdhpk,u,112,24
wevnrgi,w,174,35
ubecohr,o,122,31
ubecohr,h,120,25
ubecohr,c,142,29
ubecohr,b,78,22
ubecohr,u,87,22
ledhtgi,g,221,39
ledhtgi,h,184,33
lyetxrp,p,169,37
lyetxrp,x,51,8
lyetxrp,t,157,31
lyetxrp,y,98,22
lyetxrp,l,119,27
rwentmi,m,222,47
rwentmi,w,193,39
gednrzi,z,91,13
econtag,g,147,36
econtag,c,246,49
ledonai,o,217,53
ycotnar,y,164,34
entampi,p,207,47
yjeongi,y,53,9
yjeongi,o,109,23
yjeongi,e,90,18
yjeongi,j,69,11
ehvnagi,a,196,40
ehvnagi,v,156,34
ehvnagi,h,115,21
ehvnagi,e,211,44
wluyngi,u,89,16
wluyngi,l,136,26
wluyngi,w,93,14
wluyngi,y,68,12
uentmpi,i,210,49
uentmpi,p,136,31
uentmpi,m,143,37
uentmpi,t,218,54
uentmpi,n,212,46
uentmpi,e,220,54
uentmpi,u,120,26
ybetagi,i,74,15
ybetagi,g,101,20
ybetagi,a,122,30
ybetagi,t,117,29
ybetagi,e,110,30
ybetagi,b,122,31
ybetagi,y,61,13
wlynagi,y,177,31
wlynagi,w,232,42
lecargk,k,79,23
lecargk,g,140,34
lecargk,c,141,33
lecargk,l,182,47
fbedtai,i,201,44
fbedtai,a,203,52
fbedtai,b,232,50
fbedtai,f,140,34
fyedoar,y,133,33
fyedoar,o,216,50
glfonpi,f,139,27
glfonpi,p,238,44
luynagi,u,132,25
luynagi,y,138,23
wuentri,u,198,38
wuentri,w,192,39
fedovar,a,208,51
fedovar,f,222,47
fedovar,v,165,33
luyconm,m,77,15
